company_id,company_name,year,cash_dividend,cash_dividend_new
3611,鼎翰,2020,10.0,9.939131736755371
3615,安可,2020,0.0,0.09774066507816315
3617,碩天,2020,5.4,5.070394992828369
3622,洋華,2020,1.0,1.0568454265594482
3623,富晶通,2020,0.0,0.055571284145116806
3624,光頡,2020,0.8,0.9783798456192017
3625,西勝,2020,0.0,-0.007077859714627266
3628,盈正,2020,1.0,1.063950538635254
3629,地心引力,2020,0.0,0.11374679952859879
3630,新鉅科,2020,0.0,0.08738455176353455
3631,晟楠,2020,0.0,0.03755608946084976
3632,研勤,2020,0.0,-0.010170900262892246
3642,駿熠電,2020,0.0,0.004841597285121679
3645,達邁,2020,1.5,1.5770477056503296
3646,艾恩特,2020,0.92,0.79190593957901
3652,精聯,2020,0.15304912,0.26160043478012085
3653,健策,2020,6.0,6.0526018142700195
3661,世芯-KY,2020,6.8,8.99193286895752
3663,鑫科,2020,0.8,0.5331950187683105
3664,安瑞-KY,2020,0.0,-0.014482258819043636
3665,貿聯-KY,2020,8.02486316,6.563051223754883
3666,光耀,2020,2.0,1.8070038557052612
3669,圓展,2020,5.0,4.847101211547852
3672,康聯訊,2020,0.25,0.1536184698343277
3673,TPK-KY,2020,1.0,1.1038296222686768
3675,德微,2020,2.0,1.8694921731948853
3679,新至陞,2020,10.0,6.430466651916504
3680,家登,2020,4.86147979,4.73212194442749
3682,亞太電,2020,0.0,0.043031156063079834
3684,榮昌,2020,1.5,1.5163888931274414
3685,元創精密,2020,0.2,0.10392755270004272
3686,達能,2020,0.0,0.002422168618068099
3687,歐買尬,2020,0.59784687,0.6856501698493958
